笔序号,方向,起点时间,起点类型,起点价格,终点时间,终点类型,终点价格,无包含K数,内部分型数,价差力度,涨跌幅,原始K起点,原始K终点,内部无包含K时间,内部分型
30,↓ 向下,2026-01-02 10:25:00+00:00,顶分型,112.71101170631997,2026-01-02 12:30:00+00:00,底分型,87.62698570132166,20,4,25.08,-0.2226,2026-01-02 10:10:00+00:00,2026-01-02 12:40:00+00:00,2026-01-02T10:10:00+00:00 | 2026-01-02T10:25:00+00:00 | 2026-01-02T10:35:00+00:00 | 2026-01-02T10:40:00+00:00 | 2026-01-02T10:45:00+00:00 | 2026-01-02T10:50:00+00:00 | 2026-01-02T11:05:00+00:00 | 2026-01-02T11:10:00+00:00 | 2026-01-02T11:20:00+00:00 | 2026-01-02T11:35:00+00:00 | 2026-01-02T11:40:00+00:00 | 2026-01-02T11:45:00+00:00 | 2026-01-02T11:50:00+00:00 | 2026-01-02T11:55:00+00:00 | 2026-01-02T12:00:00+00:00 | 2026-01-02T12:05:00+00:00 | 2026-01-02T12:10:00+00:00 | 2026-01-02T12:20:00+00:00 | 2026-01-02T12:30:00+00:00 | 2026-01-02T12:40:00+00:00,2026-01-02T10:25:00+00:00:G:112.711011706 | 2026-01-02T11:20:00+00:00:D:100.981278208 | 2026-01-02T11:35:00+00:00:G:104.920706928 | 2026-01-02T12:30:00+00:00:D:87.6269857013
31,↑ 向上,2026-01-02 12:30:00+00:00,底分型,87.62698570132166,2026-01-02 14:45:00+00:00,顶分型,112.03754551712409,21,6,24.41,0.2786,2026-01-02 12:20:00+00:00,2026-01-02 14:50:00+00:00,2026-01-02T12:20:00+00:00 | 2026-01-02T12:30:00+00:00 | 2026-01-02T12:40:00+00:00 | 2026-01-02T12:45:00+00:00 | 2026-01-02T12:50:00+00:00 | 2026-01-02T12:55:00+00:00 | 2026-01-02T13:20:00+00:00 | 2026-01-02T13:25:00+00:00 | 2026-01-02T13:30:00+00:00 | 2026-01-02T13:40:00+00:00 | 2026-01-02T13:55:00+00:00 | 2026-01-02T14:00:00+00:00 | 2026-01-02T14:05:00+00:00 | 2026-01-02T14:10:00+00:00 | 2026-01-02T14:15:00+00:00 | 2026-01-02T14:20:00+00:00 | 2026-01-02T14:25:00+00:00 | 2026-01-02T14:30:00+00:00 | 2026-01-02T14:35:00+00:00 | 2026-01-02T14:45:00+00:00 | 2026-01-02T14:50:00+00:00,2026-01-02T12:30:00+00:00:D:87.6269857013 | 2026-01-02T13:20:00+00:00:G:99.884968257 | 2026-01-02T13:30:00+00:00:D:95.1580560892 | 2026-01-02T14:30:00+00:00:G:111.833730904 | 2026-01-02T14:35:00+00:00:D:108.081052227 | 2026-01-02T14:45:00+00:00:G:112.037545517
32,↓ 向下,2026-01-02 14:45:00+00:00,顶分型,112.03754551712409,2026-01-02 16:45:00+00:00,底分型,88.11451331996184,24,6,23.92,-0.2135,2026-01-02 14:35:00+00:00,2026-01-02 16:50:00+00:00,2026-01-02T14:35:00+00:00 | 2026-01-02T14:45:00+00:00 | 2026-01-02T14:50:00+00:00 | 2026-01-02T14:55:00+00:00 | 2026-01-02T15:00:00+00:00 | 2026-01-02T15:05:00+00:00 | 2026-01-02T15:10:00+00:00 | 2026-01-02T15:15:00+00:00 | 2026-01-02T15:20:00+00:00 | 2026-01-02T15:25:00+00:00 | 2026-01-02T15:30:00+00:00 | 2026-01-02T15:35:00+00:00 | 2026-01-02T15:45:00+00:00 | 2026-01-02T15:50:00+00:00 | 2026-01-02T15:55:00+00:00 | 2026-01-02T16:00:00+00:00 | 2026-01-02T16:05:00+00:00 | 2026-01-02T16:10:00+00:00 | 2026-01-02T16:15:00+00:00 | 2026-01-02T16:20:00+00:00 | 2026-01-02T16:25:00+00:00 | 2026-01-02T16:30:00+00:00 | 2026-01-02T16:45:00+00:00 | 2026-01-02T16:50:00+00:00,2026-01-02T14:45:00+00:00:G:112.037545517 | 2026-01-02T15:25:00+00:00:D:100.292894977 | 2026-01-02T15:35:00+00:00:G:104.682262637 | 2026-01-02T15:45:00+00:00:D:100.535829861 | 2026-01-02T15:50:00+00:00:G:103.808665785 | 2026-01-02T16:45:00+00:00:D:88.11451332
33,↑ 向上,2026-01-02 16:45:00+00:00,底分型,88.11451331996184,2026-01-02 18:55:00+00:00,顶分型,112.90982303790344,22,8,24.8,0.2814,2026-01-02 16:30:00+00:00,2026-01-02 19:00:00+00:00,2026-01-02T16:30:00+00:00 | 2026-01-02T16:45:00+00:00 | 2026-01-02T16:50:00+00:00 | 2026-01-02T17:10:00+00:00 | 2026-01-02T17:15:00+00:00 | 2026-01-02T17:20:00+00:00 | 2026-01-02T17:25:00+00:00 | 2026-01-02T17:30:00+00:00 | 2026-01-02T17:35:00+00:00 | 2026-01-02T17:40:00+00:00 | 2026-01-02T17:45:00+00:00 | 2026-01-02T17:55:00+00:00 | 2026-01-02T18:00:00+00:00 | 2026-01-02T18:05:00+00:00 | 2026-01-02T18:10:00+00:00 | 2026-01-02T18:15:00+00:00 | 2026-01-02T18:20:00+00:00 | 2026-01-02T18:25:00+00:00 | 2026-01-02T18:30:00+00:00 | 2026-01-02T18:35:00+00:00 | 2026-01-02T18:55:00+00:00 | 2026-01-02T19:00:00+00:00,2026-01-02T16:45:00+00:00:D:88.11451332 | 2026-01-02T17:30:00+00:00:G:99.2532128385 | 2026-01-02T17:35:00+00:00:D:96.2944733938 | 2026-01-02T17:40:00+00:00:G:100.30097361 | 2026-01-02T17:45:00+00:00:D:95.8099055127 | 2026-01-02T17:55:00+00:00:G:99.6311112035 | 2026-01-02T18:00:00+00:00:D:96.6473367654 | 2026-01-02T18:55:00+00:00:G:112.909823038
34,↓ 向下,2026-01-02 18:55:00+00:00,顶分型,112.90982303790344,2026-01-02 21:05:00+00:00,底分型,88.15199131162187,22,4,24.76,-0.2193,2026-01-02 18:35:00+00:00,2026-01-02 21:10:00+00:00,2026-01-02T18:35:00+00:00 | 2026-01-02T18:55:00+00:00 | 2026-01-02T19:00:00+00:00 | 2026-01-02T19:10:00+00:00 | 2026-01-02T19:15:00+00:00 | 2026-01-02T19:20:00+00:00 | 2026-01-02T19:25:00+00:00 | 2026-01-02T19:30:00+00:00 | 2026-01-02T19:35:00+00:00 | 2026-01-02T19:40:00+00:00 | 2026-01-02T19:45:00+00:00 | 2026-01-02T19:50:00+00:00 | 2026-01-02T19:55:00+00:00 | 2026-01-02T20:10:00+00:00 | 2026-01-02T20:15:00+00:00 | 2026-01-02T20:20:00+00:00 | 2026-01-02T20:30:00+00:00 | 2026-01-02T20:35:00+00:00 | 2026-01-02T20:40:00+00:00 | 2026-01-02T20:55:00+00:00 | 2026-01-02T21:05:00+00:00 | 2026-01-02T21:10:00+00:00,2026-01-02T18:55:00+00:00:G:112.909823038 | 2026-01-02T19:45:00+00:00:D:100.010942103 | 2026-01-02T19:55:00+00:00:G:104.258579665 | 2026-01-02T21:05:00+00:00:D:88.1519913116
35,↑ 向上,2026-01-02 21:05:00+00:00,底分型,88.15199131162187,2026-01-02 23:15:00+00:00,顶分型,111.14213571881905,22,6,22.99,0.2608,2026-01-02 20:45:00+00:00,2026-01-02 23:20:00+00:00,2026-01-02T20:55:00+00:00 | 2026-01-02T21:05:00+00:00 | 2026-01-02T21:15:00+00:00 | 2026-01-02T21:20:00+00:00 | 2026-01-02T21:25:00+00:00 | 2026-01-02T21:30:00+00:00 | 2026-01-02T21:40:00+00:00 | 2026-01-02T21:50:00+00:00 | 2026-01-02T21:55:00+00:00 | 2026-01-02T22:05:00+00:00 | 2026-01-02T22:15:00+00:00 | 2026-01-02T22:20:00+00:00 | 2026-01-02T22:25:00+00:00 | 2026-01-02T22:30:00+00:00 | 2026-01-02T22:35:00+00:00 | 2026-01-02T22:40:00+00:00 | 2026-01-02T22:45:00+00:00 | 2026-01-02T22:50:00+00:00 | 2026-01-02T22:55:00+00:00 | 2026-01-02T23:00:00+00:00 | 2026-01-02T23:15:00+00:00 | 2026-01-02T23:20:00+00:00,2026-01-02T21:05:00+00:00:D:88.1519913116 | 2026-01-02T21:50:00+00:00:G:100.75788826 | 2026-01-02T21:55:00+00:00:D:96.2137810037 | 2026-01-02T22:05:00+00:00:G:100.466091094 | 2026-01-02T22:15:00+00:00:D:97.4747504967 | 2026-01-02T23:15:00+00:00:G:111.142135719
36,↓ 向下,2026-01-02 23:15:00+00:00,顶分型,111.14213571881905,2026-01-03 01:15:00+00:00,底分型,87.12418866727596,23,4,24.02,-0.2161,2026-01-02 23:00:00+00:00,2026-01-03 01:20:00+00:00,2026-01-02T23:00:00+00:00 | 2026-01-02T23:15:00+00:00 | 2026-01-02T23:20:00+00:00 | 2026-01-02T23:25:00+00:00 | 2026-01-02T23:30:00+00:00 | 2026-01-02T23:40:00+00:00 | 2026-01-02T23:45:00+00:00 | 2026-01-02T23:50:00+00:00 | 2026-01-03T00:00:00+00:00 | 2026-01-03T00:05:00+00:00 | 2026-01-03T00:15:00+00:00 | 2026-01-03T00:20:00+00:00 | 2026-01-03T00:25:00+00:00 | 2026-01-03T00:30:00+00:00 | 2026-01-03T00:35:00+00:00 | 2026-01-03T00:40:00+00:00 | 2026-01-03T00:45:00+00:00 | 2026-01-03T00:50:00+00:00 | 2026-01-03T00:55:00+00:00 | 2026-01-03T01:00:00+00:00 | 2026-01-03T01:10:00+00:00 | 2026-01-03T01:15:00+00:00 | 2026-01-03T01:20:00+00:00,2026-01-02T23:15:00+00:00:G:111.142135719 | 2026-01-03T00:00:00+00:00:D:99.5798770023 | 2026-01-03T00:15:00+00:00:G:103.589426672 | 2026-01-03T01:15:00+00:00:D:87.1241886673
37,↑ 向上,2026-01-03 01:15:00+00:00,底分型,87.12418866727596,2026-01-03 03:20:00+00:00,顶分型,112.90029034767245,25,6,25.78,0.2959,2026-01-03 01:05:00+00:00,2026-01-03 03:25:00+00:00,2026-01-03T01:10:00+00:00 | 2026-01-03T01:15:00+00:00 | 2026-01-03T01:20:00+00:00 | 2026-01-03T01:25:00+00:00 | 2026-01-03T01:30:00+00:00 | 2026-01-03T01:35:00+00:00 | 2026-01-03T01:40:00+00:00 | 2026-01-03T01:45:00+00:00 | 2026-01-03T01:50:00+00:00 | 2026-01-03T01:55:00+00:00 | 2026-01-03T02:00:00+00:00 | 2026-01-03T02:05:00+00:00 | 2026-01-03T02:15:00+00:00 | 2026-01-03T02:20:00+00:00 | 2026-01-03T02:25:00+00:00 | 2026-01-03T02:30:00+00:00 | 2026-01-03T02:40:00+00:00 | 2026-01-03T02:45:00+00:00 | 2026-01-03T02:50:00+00:00 | 2026-01-03T02:55:00+00:00 | 2026-01-03T03:00:00+00:00 | 2026-01-03T03:05:00+00:00 | 2026-01-03T03:10:00+00:00 | 2026-01-03T03:20:00+00:00 | 2026-01-03T03:25:00+00:00,2026-01-03T01:15:00+00:00:D:87.1241886673 | 2026-01-03T01:55:00+00:00:G:100.414379863 | 2026-01-03T02:00:00+00:00:D:97.2149815341 | 2026-01-03T02:15:00+00:00:G:101.256198738 | 2026-01-03T02:20:00+00:00:D:97.33332571 | 2026-01-03T03:20:00+00:00:G:112.900290348
38,↓ 向下,2026-01-03 03:20:00+00:00,顶分型,112.90029034767245,2026-01-03 05:20:00+00:00,底分型,86.81520442518793,22,4,26.09,-0.231,2026-01-03 03:10:00+00:00,2026-01-03 05:25:00+00:00,2026-01-03T03:10:00+00:00 | 2026-01-03T03:20:00+00:00 | 2026-01-03T03:25:00+00:00 | 2026-01-03T03:30:00+00:00 | 2026-01-03T03:35:00+00:00 | 2026-01-03T03:40:00+00:00 | 2026-01-03T03:45:00+00:00 | 2026-01-03T03:50:00+00:00 | 2026-01-03T03:55:00+00:00 | 2026-01-03T04:00:00+00:00 | 2026-01-03T04:10:00+00:00 | 2026-01-03T04:25:00+00:00 | 2026-01-03T04:30:00+00:00 | 2026-01-03T04:40:00+00:00 | 2026-01-03T04:45:00+00:00 | 2026-01-03T04:50:00+00:00 | 2026-01-03T04:55:00+00:00 | 2026-01-03T05:00:00+00:00 | 2026-01-03T05:05:00+00:00 | 2026-01-03T05:15:00+00:00 | 2026-01-03T05:20:00+00:00 | 2026-01-03T05:25:00+00:00,2026-01-03T03:20:00+00:00:G:112.900290348 | 2026-01-03T04:25:00+00:00:D:98.1153281243 | 2026-01-03T04:30:00+00:00:G:102.441236298 | 2026-01-03T05:20:00+00:00:D:86.8152044252
39,↑ 向上,2026-01-03 05:20:00+00:00,底分型,86.81520442518793,2026-01-03 07:30:00+00:00,顶分型,112.77786294212211,22,4,25.96,0.2991,2026-01-03 05:10:00+00:00,2026-01-03 07:35:00+00:00,2026-01-03T05:15:00+00:00 | 2026-01-03T05:20:00+00:00 | 2026-01-03T05:25:00+00:00 | 2026-01-03T05:35:00+00:00 | 2026-01-03T05:50:00+00:00 | 2026-01-03T05:55:00+00:00 | 2026-01-03T06:00:00+00:00 | 2026-01-03T06:05:00+00:00 | 2026-01-03T06:20:00+00:00 | 2026-01-03T06:25:00+00:00 | 2026-01-03T06:30:00+00:00 | 2026-01-03T06:35:00+00:00 | 2026-01-03T06:40:00+00:00 | 2026-01-03T06:50:00+00:00 | 2026-01-03T07:00:00+00:00 | 2026-01-03T07:05:00+00:00 | 2026-01-03T07:10:00+00:00 | 2026-01-03T07:15:00+00:00 | 2026-01-03T07:20:00+00:00 | 2026-01-03T07:25:00+00:00 | 2026-01-03T07:30:00+00:00 | 2026-01-03T07:35:00+00:00,2026-01-03T05:20:00+00:00:D:86.8152044252 | 2026-01-03T06:25:00+00:00:G:101.426656728 | 2026-01-03T06:30:00+00:00:D:97.5659589175 | 2026-01-03T07:30:00+00:00:G:112.777862942
40,↓ 向下,2026-01-03 07:30:00+00:00,顶分型,112.77786294212211,2026-01-03 09:45:00+00:00,底分型,87.19160120798674,21,6,25.59,-0.2269,2026-01-03 07:25:00+00:00,2026-01-03 09:50:00+00:00,2026-01-03T07:25:00+00:00 | 2026-01-03T07:30:00+00:00 | 2026-01-03T07:35:00+00:00 | 2026-01-03T07:40:00+00:00 | 2026-01-03T07:45:00+00:00 | 2026-01-03T07:50:00+00:00 | 2026-01-03T08:00:00+00:00 | 2026-01-03T08:05:00+00:00 | 2026-01-03T08:10:00+00:00 | 2026-01-03T08:15:00+00:00 | 2026-01-03T08:20:00+00:00 | 2026-01-03T08:40:00+00:00 | 2026-01-03T08:45:00+00:00 | 2026-01-03T08:55:00+00:00 | 2026-01-03T09:00:00+00:00 | 2026-01-03T09:05:00+00:00 | 2026-01-03T09:15:00+00:00 | 2026-01-03T09:20:00+00:00 | 2026-01-03T09:25:00+00:00 | 2026-01-03T09:45:00+00:00 | 2026-01-03T09:50:00+00:00,2026-01-03T07:30:00+00:00:G:112.777862942 | 2026-01-03T07:35:00+00:00:D:108.684489156 | 2026-01-03T07:40:00+00:00:G:111.747772276 | 2026-01-03T08:20:00+00:00:D:98.4770710164 | 2026-01-03T08:45:00+00:00:G:101.638078312 | 2026-01-03T09:45:00+00:00:D:87.191601208
41,↑ 向上,2026-01-03 09:45:00+00:00,底分型,87.19160120798674,2026-01-03 11:40:00+00:00,顶分型,112.50427365781263,21,4,25.31,0.2903,2026-01-03 09:25:00+00:00,2026-01-03 11:50:00+00:00,2026-01-03T09:25:00+00:00 | 2026-01-03T09:45:00+00:00 | 2026-01-03T09:50:00+00:00 | 2026-01-03T09:55:00+00:00 | 2026-01-03T10:00:00+00:00 | 2026-01-03T10:05:00+00:00 | 2026-01-03T10:10:00+00:00 | 2026-01-03T10:15:00+00:00 | 2026-01-03T10:35:00+00:00 | 2026-01-03T10:40:00+00:00 | 2026-01-03T10:45:00+00:00 | 2026-01-03T10:55:00+00:00 | 2026-01-03T11:00:00+00:00 | 2026-01-03T11:05:00+00:00 | 2026-01-03T11:10:00+00:00 | 2026-01-03T11:15:00+00:00 | 2026-01-03T11:20:00+00:00 | 2026-01-03T11:25:00+00:00 | 2026-01-03T11:30:00+00:00 | 2026-01-03T11:40:00+00:00 | 2026-01-03T11:50:00+00:00,2026-01-03T09:45:00+00:00:D:87.191601208 | 2026-01-03T10:35:00+00:00:G:102.292026029 | 2026-01-03T10:45:00+00:00:D:97.9731052618 | 2026-01-03T11:40:00+00:00:G:112.504273658
42,↓ 向下,2026-01-03 11:40:00+00:00,顶分型,112.50427365781263,2026-01-03 13:55:00+00:00,底分型,88.63742205159966,26,6,23.87,-0.2121,2026-01-03 11:30:00+00:00,2026-01-03 14:00:00+00:00,2026-01-03T11:30:00+00:00 | 2026-01-03T11:40:00+00:00 | 2026-01-03T11:50:00+00:00 | 2026-01-03T11:55:00+00:00 | 2026-01-03T12:00:00+00:00 | 2026-01-03T12:05:00+00:00 | 2026-01-03T12:10:00+00:00 | 2026-01-03T12:15:00+00:00 | 2026-01-03T12:20:00+00:00 | 2026-01-03T12:25:00+00:00 | 2026-01-03T12:35:00+00:00 | 2026-01-03T12:45:00+00:00 | 2026-01-03T12:50:00+00:00 | 2026-01-03T12:55:00+00:00 | 2026-01-03T13:05:00+00:00 | 2026-01-03T13:10:00+00:00 | 2026-01-03T13:15:00+00:00 | 2026-01-03T13:20:00+00:00 | 2026-01-03T13:25:00+00:00 | 2026-01-03T13:30:00+00:00 | 2026-01-03T13:35:00+00:00 | 2026-01-03T13:40:00+00:00 | 2026-01-03T13:45:00+00:00 | 2026-01-03T13:50:00+00:00 | 2026-01-03T13:55:00+00:00 | 2026-01-03T14:00:00+00:00,2026-01-03T11:40:00+00:00:G:112.504273658 | 2026-01-03T12:45:00+00:00:D:97.2523905917 | 2026-01-03T12:50:00+00:00:G:101.653141499 | 2026-01-03T12:55:00+00:00:D:98.1076848305 | 2026-01-03T13:05:00+00:00:G:100.521091292 | 2026-01-03T13:55:00+00:00:D:88.6374220516
43,↑ 向上,2026-01-03 13:55:00+00:00,底分型,88.63742205159966,2026-01-03 14:45:00+00:00,顶分型,102.9946685126558,12,2,14.36,0.162,2026-01-03 13:50:00+00:00,2026-01-03 14:55:00+00:00,2026-01-03T13:50:00+00:00 | 2026-01-03T13:55:00+00:00 | 2026-01-03T14:00:00+00:00 | 2026-01-03T14:10:00+00:00 | 2026-01-03T14:15:00+00:00 | 2026-01-03T14:20:00+00:00 | 2026-01-03T14:25:00+00:00 | 2026-01-03T14:30:00+00:00 | 2026-01-03T14:35:00+00:00 | 2026-01-03T14:40:00+00:00 | 2026-01-03T14:45:00+00:00 | 2026-01-03T14:55:00+00:00,2026-01-03T13:55:00+00:00:D:88.6374220516 | 2026-01-03T14:45:00+00:00:G:102.994668513
44,↓ 向下,2026-01-03 14:45:00+00:00,顶分型,102.9946685126558,2026-01-03 15:15:00+00:00,底分型,98.69893856579718,6,4,4.3,-0.0417,2026-01-03 14:40:00+00:00,2026-01-03 15:20:00+00:00,2026-01-03T14:40:00+00:00 | 2026-01-03T14:45:00+00:00 | 2026-01-03T15:00:00+00:00 | 2026-01-03T15:05:00+00:00 | 2026-01-03T15:15:00+00:00 | 2026-01-03T15:20:00+00:00,2026-01-03T14:45:00+00:00:G:102.994668513 | 2026-01-03T15:00:00+00:00:D:99.2433758612 | 2026-01-03T15:05:00+00:00:G:102.825772182 | 2026-01-03T15:15:00+00:00:D:98.6989385658
45,↑ 向上,2026-01-03 15:15:00+00:00,底分型,98.69893856579718,2026-01-03 16:00:00+00:00,顶分型,112.66353108755645,11,2,13.96,0.1415,2026-01-03 15:05:00+00:00,2026-01-03 16:05:00+00:00,2026-01-03T15:05:00+00:00 | 2026-01-03T15:15:00+00:00 | 2026-01-03T15:20:00+00:00 | 2026-01-03T15:25:00+00:00 | 2026-01-03T15:30:00+00:00 | 2026-01-03T15:40:00+00:00 | 2026-01-03T15:45:00+00:00 | 2026-01-03T15:50:00+00:00 | 2026-01-03T15:55:00+00:00 | 2026-01-03T16:00:00+00:00 | 2026-01-03T16:05:00+00:00,2026-01-03T15:15:00+00:00:D:98.6989385658 | 2026-01-03T16:00:00+00:00:G:112.663531088
46,↓ 向下,2026-01-03 16:00:00+00:00,顶分型,112.66353108755645,2026-01-03 18:05:00+00:00,底分型,87.44919996426054,20,4,25.21,-0.2238,2026-01-03 15:55:00+00:00,2026-01-03 18:15:00+00:00,2026-01-03T15:55:00+00:00 | 2026-01-03T16:00:00+00:00 | 2026-01-03T16:05:00+00:00 | 2026-01-03T16:10:00+00:00 | 2026-01-03T16:15:00+00:00 | 2026-01-03T16:20:00+00:00 | 2026-01-03T16:25:00+00:00 | 2026-01-03T16:30:00+00:00 | 2026-01-03T16:35:00+00:00 | 2026-01-03T16:45:00+00:00 | 2026-01-03T16:50:00+00:00 | 2026-01-03T17:05:00+00:00 | 2026-01-03T17:30:00+00:00 | 2026-01-03T17:40:00+00:00 | 2026-01-03T17:45:00+00:00 | 2026-01-03T17:50:00+00:00 | 2026-01-03T17:55:00+00:00 | 2026-01-03T18:00:00+00:00 | 2026-01-03T18:05:00+00:00 | 2026-01-03T18:15:00+00:00,2026-01-03T16:00:00+00:00:G:112.663531088 | 2026-01-03T16:50:00+00:00:D:97.0823194336 | 2026-01-03T17:05:00+00:00:G:100.502280748 | 2026-01-03T18:05:00+00:00:D:87.4491999643
47,↑ 向上,2026-01-03 18:05:00+00:00,底分型,87.44919996426054,2026-01-03 20:15:00+00:00,顶分型,112.74946411345077,23,4,25.3,0.2893,2026-01-03 18:00:00+00:00,2026-01-03 20:25:00+00:00,2026-01-03T18:00:00+00:00 | 2026-01-03T18:05:00+00:00 | 2026-01-03T18:15:00+00:00 | 2026-01-03T18:20:00+00:00 | 2026-01-03T18:25:00+00:00 | 2026-01-03T18:30:00+00:00 | 2026-01-03T18:40:00+00:00 | 2026-01-03T18:45:00+00:00 | 2026-01-03T18:50:00+00:00 | 2026-01-03T18:55:00+00:00 | 2026-01-03T19:00:00+00:00 | 2026-01-03T19:15:00+00:00 | 2026-01-03T19:20:00+00:00 | 2026-01-03T19:35:00+00:00 | 2026-01-03T19:40:00+00:00 | 2026-01-03T19:45:00+00:00 | 2026-01-03T19:50:00+00:00 | 2026-01-03T19:55:00+00:00 | 2026-01-03T20:00:00+00:00 | 2026-01-03T20:05:00+00:00 | 2026-01-03T20:10:00+00:00 | 2026-01-03T20:15:00+00:00 | 2026-01-03T20:25:00+00:00,2026-01-03T18:05:00+00:00:D:87.4491999643 | 2026-01-03T19:00:00+00:00:G:103.774980864 | 2026-01-03T19:15:00+00:00:D:100.001396502 | 2026-01-03T20:15:00+00:00:G:112.749464113
48,↓ 向下,2026-01-03 20:15:00+00:00,顶分型,112.74946411345077,2026-01-03 22:15:00+00:00,底分型,87.23036986297224,22,4,25.52,-0.2263,2026-01-03 20:10:00+00:00,2026-01-03 22:25:00+00:00,2026-01-03T20:10:00+00:00 | 2026-01-03T20:15:00+00:00 | 2026-01-03T20:25:00+00:00 | 2026-01-03T20:30:00+00:00 | 2026-01-03T20:35:00+00:00 | 2026-01-03T20:40:00+00:00 | 2026-01-03T20:45:00+00:00 | 2026-01-03T20:50:00+00:00 | 2026-01-03T20:55:00+00:00 | 2026-01-03T21:00:00+00:00 | 2026-01-03T21:05:00+00:00 | 2026-01-03T21:25:00+00:00 | 2026-01-03T21:30:00+00:00 | 2026-01-03T21:40:00+00:00 | 2026-01-03T21:45:00+00:00 | 2026-01-03T21:50:00+00:00 | 2026-01-03T21:55:00+00:00 | 2026-01-03T22:00:00+00:00 | 2026-01-03T22:05:00+00:00 | 2026-01-03T22:10:00+00:00 | 2026-01-03T22:15:00+00:00 | 2026-01-03T22:25:00+00:00,2026-01-03T20:15:00+00:00:G:112.749464113 | 2026-01-03T21:05:00+00:00:D:96.6044306644 | 2026-01-03T21:30:00+00:00:G:100.567835607 | 2026-01-03T22:15:00+00:00:D:87.230369863
49,↑ 向上,2026-01-03 22:15:00+00:00,底分型,87.23036986297224,2026-01-03 23:15:00+00:00,顶分型,104.57919890631288,14,4,17.35,0.1989,2026-01-03 22:10:00+00:00,2026-01-03 23:20:00+00:00,2026-01-03T22:10:00+00:00 | 2026-01-03T22:15:00+00:00 | 2026-01-03T22:25:00+00:00 | 2026-01-03T22:30:00+00:00 | 2026-01-03T22:35:00+00:00 | 2026-01-03T22:40:00+00:00 | 2026-01-03T22:45:00+00:00 | 2026-01-03T22:50:00+00:00 | 2026-01-03T22:55:00+00:00 | 2026-01-03T23:00:00+00:00 | 2026-01-03T23:05:00+00:00 | 2026-01-03T23:10:00+00:00 | 2026-01-03T23:15:00+00:00 | 2026-01-03T23:20:00+00:00,2026-01-03T22:15:00+00:00:D:87.230369863 | 2026-01-03T22:25:00+00:00:G:91.246066301 | 2026-01-03T22:30:00+00:00:D:88.1828933902 | 2026-01-03T23:15:00+00:00:G:104.579198906
50,↓ 向下,2026-01-03 23:15:00+00:00,顶分型,104.57919890631288,2026-01-03 23:40:00+00:00,底分型,100.65273171626683,6,4,3.93,-0.0375,2026-01-03 23:10:00+00:00,2026-01-03 23:45:00+00:00,2026-01-03T23:10:00+00:00 | 2026-01-03T23:15:00+00:00 | 2026-01-03T23:25:00+00:00 | 2026-01-03T23:30:00+00:00 | 2026-01-03T23:40:00+00:00 | 2026-01-03T23:45:00+00:00,2026-01-03T23:15:00+00:00:G:104.579198906 | 2026-01-03T23:25:00+00:00:D:100.669627092 | 2026-01-03T23:30:00+00:00:G:104.186346412 | 2026-01-03T23:40:00+00:00:D:100.652731716
51,↑ 向上,2026-01-03 23:40:00+00:00,底分型,100.65273171626683,2026-01-04 00:25:00+00:00,顶分型,113.03191069092168,8,2,12.38,0.123,2026-01-03 23:30:00+00:00,2026-01-04 00:30:00+00:00,2026-01-03T23:30:00+00:00 | 2026-01-03T23:40:00+00:00 | 2026-01-03T23:55:00+00:00 | 2026-01-04T00:00:00+00:00 | 2026-01-04T00:10:00+00:00 | 2026-01-04T00:15:00+00:00 | 2026-01-04T00:25:00+00:00 | 2026-01-04T00:30:00+00:00,2026-01-03T23:40:00+00:00:D:100.652731716 | 2026-01-04T00:25:00+00:00:G:113.031910691
52,↓ 向下,2026-01-04 00:25:00+00:00,顶分型,113.03191069092168,2026-01-04 02:35:00+00:00,底分型,87.90904518704087,23,4,25.12,-0.2223,2026-01-04 00:15:00+00:00,2026-01-04 02:40:00+00:00,2026-01-04T00:15:00+00:00 | 2026-01-04T00:25:00+00:00 | 2026-01-04T00:30:00+00:00 | 2026-01-04T00:35:00+00:00 | 2026-01-04T00:40:00+00:00 | 2026-01-04T00:45:00+00:00 | 2026-01-04T00:50:00+00:00 | 2026-01-04T00:55:00+00:00 | 2026-01-04T01:00:00+00:00 | 2026-01-04T01:05:00+00:00 | 2026-01-04T01:10:00+00:00 | 2026-01-04T01:15:00+00:00 | 2026-01-04T01:20:00+00:00 | 2026-01-04T01:30:00+00:00 | 2026-01-04T01:35:00+00:00 | 2026-01-04T01:50:00+00:00 | 2026-01-04T01:55:00+00:00 | 2026-01-04T02:00:00+00:00 | 2026-01-04T02:10:00+00:00 | 2026-01-04T02:20:00+00:00 | 2026-01-04T02:25:00+00:00 | 2026-01-04T02:35:00+00:00 | 2026-01-04T02:40:00+00:00,2026-01-04T00:25:00+00:00:G:113.031910691 | 2026-01-04T01:30:00+00:00:D:95.8110079066 | 2026-01-04T01:35:00+00:00:G:100.032810371 | 2026-01-04T02:35:00+00:00:D:87.909045187
